,words,polarity_score,count_up,count_down,total
849,입증/NNG,1.7409023956907246,44.0,35.0,79.0
850,성립/NNG,1.7624838303480477,14.0,11.0,25.0
851,회사채/NNG;수요예측/NNG;흥행/NNG,1.3848087238448945,12.0,12.0,24.0
852,명목채/NNG,2.876141195677858,27.0,13.0,40.0
853,국유/NNG,2.1675266981920087,36.0,23.0,59.0
854,금리/NNG;추세/NNG;상승/NNG,1.6925439958104267,11.0,9.0,20.0
855,부동산/NNG;경기/NNG;둔화/NNG,2.571787629997661,13.0,7.0,20.0
856,반대표/NNG,1.7624838303480477,14.0,11.0,25.0
857,회복/NNG;더디/VA,1.5579098143255063,9.0,8.0,17.0
858,내외/NNG;금리갭/NNG;축소/NNG,1.5107004260126122,12.0,11.0,23.0
859,출자금/NNG,3.1652770830740447,16.0,7.0,23.0
860,변동성/NNG;낮/VA,1.3848087238448945,13.0,13.0,26.0
861,셰어/NNG,1.3848087238448945,15.0,15.0,30.0
862,자명/NNG,2.176127994613406,11.0,7.0,18.0
863,성장/NNG;경로/NNG;하방/NNG;위험/NNG,2.176127994613406,11.0,7.0,18.0
864,경기/NNG;부진/NNG,1.5694498870242135,51.0,45.0,96.0
865,첨단산업/NNG,2.6542167207027147,23.0,12.0,35.0
866,평년/NNG,1.3848087238448945,14.0,14.0,28.0
867,신용등급/NNG;강등/NNG,1.4155822510414475,46.0,45.0,91.0
868,원내대표/NNG,2.308014539741491,20.0,12.0,32.0
869,고용/NNG;늘/VV,1.8002513409983627,13.0,10.0,23.0
870,소비자/NNG;물가/NNG;상승률/NNG;둔화/NNG,1.5579098143255063,9.0,8.0,17.0
871,대여/NNG,1.319895814914665,61.0,64.0,125.0
872,매도가능증권/NNG,11.078469790759156,16.0,2.0,18.0
873,바닥/NNG,1.4050544654215742,347.0,342.0,689.0
874,결성/NNG,1.4837236326909584,15.0,14.0,29.0
875,경제동향/NNG,3.0663621742279803,62.0,28.0,90.0
876,유심히/MAG,1.6925439958104267,11.0,9.0,20.0
877,주택시장/NNG;안정/NNG,1.90411199528673,11.0,8.0,19.0
878,제지/NNG,1.6063781196600777,87.0,75.0,162.0
879,중의원/NNG,2.9427185381704004,17.0,8.0,25.0
880,편입종목/NNG,1.421251058682918,39.0,38.0,77.0
881,기대/NNG;하회/NNG,2.176127994613406,11.0,7.0,18.0
882,대치/NNG,1.62918673393517,20.0,17.0,37.0
883,환영/NNG,1.90411199528673,33.0,24.0,57.0
884,산업활동/NNG,1.412321479947773,154.0,151.0,305.0
885,우버/NNG,2.215693958151831,16.0,10.0,26.0
886,양극화/NNG,1.7993092942474476,191.0,147.0,338.0
887,경제/NNG;확장/NNG,1.3848087238448945,9.0,9.0,18.0
888,파마/NNG,1.5386763598276605,10.0,9.0,19.0
889,노동시장/NNG;개선/NNG,1.5386763598276605,10.0,9.0,19.0
890,오직/MAG,1.3848087238448947,11.0,11.0,22.0
891,유로5/NNG,1.7145250866651076,26.0,21.0,47.0
892,예산편성/NNG,1.5002094508319692,13.0,12.0,25.0
893,시장지위/NNG,1.885696985661133,64.0,47.0,111.0
894,경제/NNG;견실/NNG;성장/NNG,2.769617447689789,14.0,7.0,21.0
895,윤창/NNG,3.7216734453331535,172.0,64.0,236.0
896,호재/NNG,1.4734364821709678,399.0,375.0,774.0
897,책임준비금/NNG,5.539234895379578,72.0,18.0,90.0
898,완충/NNG,1.3848087238448945,107.0,107.0,214.0
899,입법/NNG,1.8299258136521817,37.0,28.0,65.0
900,진보/NNG,3.538955627603619,23.0,9.0,32.0
901,활주로/NNG,11.540072698707451,25.0,3.0,28.0
902,페이퍼/NNG,3.4620218096122364,30.0,12.0,42.0
903,상장채권/NNG,2.1541469037587246,14.0,9.0,23.0
904,유통시장/NNG,1.411439660841912,371.0,364.0,735.0
905,연기금/NNG,1.3466246597682892,529.0,544.0,1073.0
906,주택담보/NNG,1.7624838303480477,14.0,11.0,25.0
907,예산정책처/NNG,2.0772130857673416,12.0,8.0,20.0
908,최대/NNG;상승/NNG,2.176127994613406,11.0,7.0,18.0
909,자동/NNG,1.846411631793193,116.0,87.0,203.0
910,소각/NNG,2.0772130857673416,21.0,14.0,35.0
911,상치/NNG,1.5548729530890044,64.0,57.0,121.0
912,원천징수/NNG,1.78046835922915,18.0,14.0,32.0
913,유효경쟁/NNG,1.314052073721433,390.0,411.0,801.0
914,이념/NNG,3.363106900766172,17.0,7.0,24.0
915,약화/NNG;우려/NNG,1.731010904806118,10.0,8.0,18.0
916,행정/NNG,1.4713592690852002,68.0,64.0,132.0
917,사격/NNG,2.215693958151831,16.0,10.0,26.0
918,선수금/NNG,1.3848087238448945,26.0,26.0,52.0
919,우수기업/NNG,3.692823263586386,16.0,6.0,22.0
920,시장조성자/NNG,4.846830533457131,14.0,4.0,18.0
921,엔지니어링/NNG,1.717162817567669,31.0,25.0,56.0
922,대상기업/NNG,1.3008809223997493,62.0,66.0,128.0
923,비대칭/NNG,2.49265570292081,27.0,15.0,42.0
924,탄생/NNG,1.3155682876526495,19.0,20.0,39.0
925,개헌/NNG,1.5579098143255063,9.0,8.0,17.0
926,기대/NNG;줄/VV,1.5386763598276605,10.0,9.0,19.0
927,아웃퍼폼/NNG,1.6990090225323915,146.0,119.0,265.0
928,필연/NNG,1.3848087238448945,18.0,18.0,36.0
929,분양대금/NNG,2.3739578123055334,12.0,7.0,19.0
930,자본/NNG,1.3110765580098236,1547.0,1634.0,3181.0
931,관리비/NNG,2.176127994613406,11.0,7.0,18.0
932,결손/NNG,1.4662680605416532,18.0,17.0,35.0
933,자산계정/NNG,5.539234895379577,20.0,5.0,25.0
934,선발행/NNG,4.406209575870119,35.0,11.0,46.0
935,물가안정목표제/NNG,1.5874636590417082,47.0,41.0,88.0
936,스퀴즈/NNG,11.078469790759156,16.0,2.0,18.0
937,잔치/NNG,3.6005026819967254,13.0,5.0,18.0
938,대부업/NNG,2.9427185381704013,51.0,24.0,75.0
939,평점/NNG,1.3848087238448945,9.0,9.0,18.0
940,수출경합도/NNG,1.3848087238448945,10.0,10.0,20.0
941,일감/NNG,4.327527262015295,25.0,8.0,33.0
942,뉘앙스/NNG,2.4500462037255826,23.0,13.0,36.0
943,제조업/NNG;부진/NNG,1.3848087238448945,16.0,16.0,32.0
944,시가평가/NNG,2.769617447689789,38.0,19.0,57.0
945,변이/NNG,2.571787629997661,26.0,14.0,40.0
946,버티/VV,1.3137928918528488,37.0,39.0,76.0
947,급등락/NNG,2.007972649575097,29.0,20.0,49.0
948,사직서/NNG,2.53881599371564,11.0,6.0,17.0
949,계절조정/NNG,1.3493008078488715,76.0,78.0,154.0
950,척결/NNG,3.9236247175605343,17.0,6.0,23.0
951,다주택자/NNG,1.3848087238448945,15.0,15.0,30.0
952,직급/NNG,3.39375659083115,174.0,71.0,245.0
953,잃어버린/VV,1.6156101778190437,14.0,12.0,26.0
954,자본잉여금/NNG,1.681553450383086,17.0,14.0,31.0
955,내전/NNG,2.391942341186636,19.0,11.0,30.0
956,저작물/NNG,1.3237142213223256,260.0,272.0,532.0
957,어렵/VA;금리/NNG;인상/NNG,2.3739578123055334,12.0,7.0,19.0
958,유상증자/NNG,1.4700277222353495,138.0,130.0,268.0
959,두루/MAG,1.3848087238448945,9.0,9.0,18.0
960,불황/NNG,1.5069977288900325,111.0,102.0,213.0
961,가열/NNG,1.6925439958104267,11.0,9.0,20.0
962,강경/NNG,2.0949670437653536,59.0,39.0,98.0
963,전전월/NNG,1.3848087238448945,16.0,16.0,32.0
964,전선/NNG,1.540246437745852,109.0,98.0,207.0
965,모기지/NNG;금리/NNG;상승/NNG,1.4913324718329632,14.0,13.0,27.0
966,윤현/NNG,2.4083629979911207,40.0,23.0,63.0
967,국고채/NNG;통안채/NNG;스프레드/NNG;축소/NNG,2.769617447689789,48.0,24.0,72.0
968,수출/NNG;확대/NNG,1.5107004260126122,12.0,11.0,23.0
969,대부/NNG,2.0772130857673416,69.0,46.0,115.0
970,통화정책/NNG;불확실성/NNG;해소/NNG,6.924043619224471,25.0,5.0,30.0
971,재부/NNG,1.523289596229384,11.0,10.0,21.0
972,인플레이션/NNG;부담/NNG,1.3848087238448945,17.0,17.0,34.0
973,절하/NNG,1.5084523599024744,427.0,392.0,819.0
974,외화대출/NNG,1.90411199528673,11.0,8.0,19.0
975,용인/NNG,1.3322210507874934,76.0,79.0,155.0
976,금리/NNG;상승/NNG;하락/NNG,1.4507519964089373,22.0,21.0,43.0
977,견실/NNG,1.4238174202912297,73.0,71.0,144.0
978,파괴/NNG,1.603462732873036,22.0,19.0,41.0
979,공연/NNG,1.3848087238448945,9.0,9.0,18.0
980,일본채/NNG,1.5826385415370223,64.0,56.0,120.0
981,보험료/NNG,2.108974753745436,166.0,109.0,275.0
982,대지진/NNG,2.3739578123055334,12.0,7.0,19.0
983,미칠지/VV,1.4617425418362773,19.0,18.0,37.0
984,재정/NNG;확장/NNG,1.6617704686138732,12.0,10.0,22.0
985,자가/NNG,1.523289596229384,22.0,20.0,42.0
986,자재/NNG,1.8464116317931925,56.0,42.0,98.0
987,경기/NNG;선행/NNG;지수/NNG;상승/NNG,1.6617704686138737,18.0,15.0,33.0
988,예금채권/NNG,2.0515684797702143,120.0,81.0,201.0
989,여겨진다/VV,1.3119240541688475,18.0,19.0,37.0
990,통안채/NNG;하락/NNG,1.3848087238448947,11.0,11.0,22.0
991,가계/NNG;부채/NNG;증가/NNG;지정학/NNG;위험/NNG,1.3848087238448945,12.0,12.0,24.0
992,기상/NNG,1.4771293054345545,16.0,15.0,31.0
993,금융거래세/NNG,6.924043619224471,25.0,5.0,30.0
994,도매업/NNG,2.631136575305299,19.0,10.0,29.0
995,부품/NNG,2.186843776405063,379.0,240.0,619.0
996,금년도/NNG,1.5579098143255063,36.0,32.0,68.0
997,불법/NNG,1.942865970767464,94.0,67.0,161.0
998,금리/NNG;하단/NNG,1.308720332424845,86.0,91.0,177.0
999,순현금/NNG,1.6617704686138737,18.0,15.0,33.0
1000,맥락/NNG,1.403522355248204,75.0,74.0,149.0
1001,고용/NNG;부진/NNG,1.563493720470042,35.0,31.0,66.0
1002,시험/NNG,1.6256450236440063,27.0,23.0,50.0
1003,엑스/NNG,2.596516357209177,30.0,16.0,46.0
1004,수시/NNG,1.3848087238448945,45.0,45.0,90.0
1005,부정적/VAX;하락/NNG,2.30801453974149,15.0,9.0,24.0
1006,조화/NNG,1.846411631793193,16.0,12.0,28.0
1007,예정이율/NNG,31.85060064843257,92.0,4.0,96.0
1008,서프라이즈/NNG,1.3338341695929352,157.0,163.0,320.0
1009,베일인/NNG,3.877464426765705,42.0,15.0,57.0
1010,잡아가/VV,2.0772130857673416,15.0,10.0,25.0
1011,열쇠/NNG,2.1926138127544164,19.0,12.0,31.0
1012,금리/NNG;상승/NNG;부담/NNG,1.681553450383086,17.0,14.0,31.0
1013,법안/NNG,1.6956841516468095,180.0,147.0,327.0
1014,국고채/NNG;발행/NNG;감소/NNG,2.0772130857673416,15.0,10.0,25.0
1015,판매비율/NNG,2.1541469037587246,14.0,9.0,23.0
1016,묶여/VV,1.704379967809101,16.0,13.0,29.0
1017,채권시장/NNG;부담/NNG,1.3848087238448945,21.0,21.0,42.0
1018,재정자금/NNG,1.523289596229384,11.0,10.0,21.0
1019,살필/VV,2.0772130857673416,12.0,8.0,20.0
1020,드레드레/MAG,1.3848087238448945,31.0,31.0,62.0
1021,대주단/NNG,1.3848087238448945,45.0,45.0,90.0
1022,ebitda/NNG,1.3234132631818205,388.0,406.0,794.0
1023,무림/NNG,1.846411631793193,32.0,24.0,56.0
1024,대륙/NNG,4.154426171534683,18.0,6.0,24.0
1025,공시기준/NNG,2.391942341186636,19.0,11.0,30.0
1026,복병/NNG,1.5386763598276605,20.0,18.0,38.0
1027,임금/NNG;상승률/NNG;높/VA,2.769617447689789,12.0,6.0,18.0
1028,안보리/NNG,1.3848087238448945,12.0,12.0,24.0
1029,하락국면/NNG,1.4507519964089373,22.0,21.0,43.0
1030,금리/NNG;오르/VV;않/VX,1.3848087238448945,10.0,10.0,20.0
1031,위성/NNG,1.3848087238448947,11.0,11.0,22.0
1032,주효/NNG,2.0772130857673416,15.0,10.0,25.0
1033,bb등급/NNG,2.851076784386547,35.0,17.0,52.0
1034,목표/NNG,1.619386070726596,3431.0,2934.0,6365.0
1035,소속/NNG,1.3848087238448945,66.0,66.0,132.0
1036,언젠가/MAG,1.6858540985937844,28.0,23.0,51.0
1037,부정부패/NNG,2.4234152667285653,14.0,8.0,22.0
1038,국제화/NNG,7.61644798114692,22.0,4.0,26.0
1039,치예/NNG,1.5305780631969883,63.0,57.0,120.0
1040,안정/NNG;상승/NNG,1.681553450383086,17.0,14.0,31.0
1041,녹록/NNG,1.5978562198210322,30.0,26.0,56.0
1042,관광객/NNG,1.477129305434554,48.0,45.0,93.0
1043,순우/NNG,5.943137439834339,103.0,24.0,127.0
1044,동두천/NNG,1.4837236326909584,30.0,28.0,58.0
1045,부족액/NNG,1.63659212818033,13.0,11.0,24.0
1046,유지비/NNG,6.577841438263248,19.0,4.0,23.0
1047,국가부도위험/NNG,1.3848087238448947,11.0,11.0,22.0
1048,회전율/NNG,1.4507519964089373,22.0,21.0,43.0
1049,신용등급/NNG;상향/NNG,1.355958542098126,47.0,48.0,95.0
1050,소매/NNG;판매/NNG;부진/NNG,2.53881599371564,11.0,6.0,17.0
1051,파동/NNG,3.1652770830740447,16.0,7.0,23.0
1052,듀레이션/NNG;길/VA,2.30801453974149,15.0,9.0,24.0
1053,전공의/NNG,1.3155682876526495,19.0,20.0,39.0
1054,상향/NNG;전망/NNG;상향/NNG,1.3271083603513574,23.0,24.0,47.0
1055,거래처/NNG,2.1401589368512006,17.0,11.0,28.0
1056,자산효과/NNG,2.0364834174189625,25.0,17.0,42.0
1057,적체/NNG,1.9782981769212775,10.0,7.0,17.0
1058,재무/NNG;안정성/NNG;개선/NNG,1.6156101778190437,28.0,24.0,52.0
1059,roe/NNG,1.415133002469235,140.0,137.0,277.0
1060,비고/NNG,1.488152658460185,72.0,67.0,139.0
1061,보험금/NNG,1.81090371579717,51.0,39.0,90.0
1062,집약/NNG,1.5579098143255063,9.0,8.0,17.0
1063,경기/NNG;상승/NNG,1.6156101778190437,28.0,24.0,52.0
1064,주전주전/MAG,1.3848087238448945,9.0,9.0,18.0
1065,위기감/NNG,1.8464116317931925,28.0,21.0,49.0
1066,통화정책/NNG;금리/NNG;인하/NNG,1.3848087238448945,10.0,10.0,20.0
1067,에스티/NNG,2.0772130857673416,15.0,10.0,25.0
1068,리보금리/NNG,3.095454794476823,76.0,34.0,110.0
1069,관리국/NNG,3.877464426765704,14.0,5.0,19.0
1070,다급/NNG,4.846830533457131,14.0,4.0,18.0
1071,팔라듐/NNG,1.90411199528673,11.0,8.0,19.0
1072,지준율/NNG;인상/NNG,3.1158196286510127,18.0,8.0,26.0
1073,중국발/NNG,1.3218628727610358,42.0,44.0,86.0
1074,괜찮/VA,1.4243746873833198,36.0,35.0,71.0
1075,여전/NNG,1.613623934669524,677.0,581.0,1258.0
1076,edi/NNG,2.30801453974149,15.0,9.0,24.0
1077,네모/NNG,1.4713592690852002,17.0,16.0,33.0
1078,소원/NNG,1.426772624567467,34.0,33.0,67.0
1079,예탁/NNG,2.3876012480084388,50.0,29.0,79.0
1080,메자닌/NNG,4.431387916303662,16.0,5.0,21.0
1081,삭감/NNG,1.5217678284009828,100.0,91.0,191.0
1082,투자/NNG;수요/NNG;감소/NNG,1.5579098143255063,9.0,8.0,17.0
1083,금회/NNG,1.9618123587802672,17.0,12.0,29.0
1084,헬리콥터머니/NNG,3.877464426765704,14.0,5.0,19.0
1085,기대/NNG;확대/NNG,3.288920719131624,19.0,8.0,27.0
1086,강수량/NNG,8.308852343069367,24.0,4.0,28.0
1087,융합/NNG,1.7624838303480477,14.0,11.0,25.0
1088,터널/NNG,1.9782981769212775,10.0,7.0,17.0
1089,재료/NNG,1.4208023842457878,750.0,731.0,1481.0
1090,사의/NNG,2.0772130857673416,24.0,16.0,40.0
1091,채권시장/NNG;금리/NNG;상승/NNG,1.6617704686138732,24.0,20.0,44.0
1092,염려/NNG,2.0002792677759587,26.0,18.0,44.0
1093,본부/NNG,1.3159053151949591,1757.0,1849.0,3606.0
1094,쏟아진/VV,1.3848087238448945,10.0,10.0,20.0
1095,발효/NNG,1.7576418418031354,33.0,26.0,59.0
1096,불합격/NNG,5.539234895379578,16.0,4.0,20.0
1097,경기/NNG;하방/NNG;위험/NNG;확대/NNG,1.5386763598276605,10.0,9.0,19.0
1098,확충/NNG,1.442509087338432,350.0,336.0,686.0
1099,상승룸/NNG,2.53881599371564,11.0,6.0,17.0
1100,만기상환/NNG,1.4477545749287537,23.0,22.0,45.0
1101,범죄/NNG,2.215693958151831,40.0,25.0,65.0
1102,재량/NNG,3.138899774048428,34.0,15.0,49.0
1103,다분히/MAG,2.1073176232422304,35.0,23.0,58.0
1104,거래비중/NNG,1.895001411577224,52.0,38.0,90.0
1105,잠재/NNG;성장/NNG,1.8883755325157652,15.0,11.0,26.0
1106,세계/NNG;경제/NNG;회복/NNG,1.3271083603513574,23.0,24.0,47.0
1107,성장기여도/NNG,1.3141552175262772,93.0,98.0,191.0
1108,원론/NNG,2.431108648527704,79.0,45.0,124.0
1109,의제/NNG,4.039025444547609,35.0,12.0,47.0
1110,발행세/NNG,1.6485818141010646,25.0,21.0,46.0
1111,발달/NNG,1.8833398644290564,34.0,25.0,59.0
1112,응답기업/NNG,1.9782981769212775,10.0,7.0,17.0
1113,정책조합/NNG,2.176127994613406,22.0,14.0,36.0
1114,복지부/NNG,11.078469790759156,16.0,2.0,18.0
1115,실업률/NNG;상승/NNG,1.3245996488951166,22.0,23.0,45.0
1116,감세정책/NNG,1.3848087238448945,38.0,38.0,76.0
1117,부통령/NNG,1.3078749058535113,17.0,18.0,35.0
1118,비용/NNG;높/VA,2.176127994613406,11.0,7.0,18.0
1119,보험/NNG,1.4871464946392974,1831.0,1705.0,3536.0
1120,하이일드/NNG,1.4547485583825157,520.0,495.0,1015.0
1121,경제/NNG;지표/NNG;혼조/NNG,1.5579098143255063,9.0,8.0,17.0
1122,상관관계/NNG,1.3151328132111892,151.0,159.0,310.0
1123,수혜업종/NNG,1.5386763598276605,10.0,9.0,19.0
1124,국회의원/NNG,1.4402010727986905,26.0,25.0,51.0
1125,추경안/NNG,1.3848087238448945,14.0,14.0,28.0
1126,카플란/NNG,1.3848087238448945,9.0,9.0,18.0
1127,중장기영역/NNG,1.5543771390095753,55.0,49.0,104.0
1128,주의깊/VA,1.3848087238448945,30.0,30.0,60.0
1129,통화정책방향결정회의/NNG,2.3541748305363206,17.0,10.0,27.0
1130,객관/NNG,1.3271083603513574,23.0,24.0,47.0
1131,액면가/NNG,1.7145250866651076,26.0,21.0,47.0
1132,티어/NNG,2.967447265381917,15.0,7.0,22.0
1133,탕감/NNG,2.023951211773307,19.0,13.0,32.0
1134,나스/VV,2.4618821757242566,96.0,54.0,150.0
1135,당부/NNG,1.467483871537127,213.0,201.0,414.0
1136,종사자/NNG,3.6005026819967263,39.0,15.0,54.0
1137,행정처분/NNG,1.731010904806118,10.0,8.0,18.0
1138,휴식/NNG,2.0772130857673416,12.0,8.0,20.0
1139,커버리지비율/NNG,1.6540770868147348,43.0,36.0,79.0
1140,할부금융/NNG,1.7492320722251298,48.0,38.0,86.0
1141,가액/NNG,1.503506614460171,38.0,35.0,73.0
1142,허위/NNG,1.938732213382852,14.0,10.0,24.0
1143,폐업/NNG,1.3553447084439394,46.0,47.0,93.0
1144,말년/NNG,22.156939581518312,16.0,1.0,17.0
1145,고용률/NNG,1.4290047469463274,97.0,94.0,191.0
1146,결의/NNG,1.3848087238448947,39.0,39.0,78.0
1147,전망/NNG;경기/NNG;부양/NNG,2.3739578123055334,12.0,7.0,19.0
1148,폐쇄/NNG,1.3985197013087054,204.0,202.0,406.0
1149,외화부채/NNG,1.9618123587802672,17.0,12.0,29.0
1150,힘쓸/VV,2.53881599371564,11.0,6.0,17.0
1151,선물환/NNG,2.53881599371564,165.0,90.0,255.0
1152,코리아디스카운트/NNG,1.7921054073286873,22.0,17.0,39.0
1153,조국/NNG,1.4662680605416532,18.0,17.0,35.0
1154,리프트/NNG,7.847249435121069,17.0,3.0,20.0
1155,수령액/NNG,5.539234895379578,16.0,4.0,20.0
1156,부정적/VAX;안정/NNG;부정적/VAX,2.3541748305363206,17.0,10.0,27.0
1157,벌어들인/VV,2.3739578123055334,12.0,7.0,19.0
1158,디딤돌/NNG,1.5925300324216285,23.0,20.0,43.0
1159,손익분기/NNG,1.990662540527036,23.0,16.0,39.0
1160,원전사태/NNG,23.541748305363203,17.0,1.0,18.0
1161,플러스/NNG;성장/NNG,2.176127994613406,11.0,7.0,18.0
1162,기우/NNG,6.231639257302025,36.0,8.0,44.0
1163,한하/VV,1.7921054073286873,44.0,34.0,78.0
1164,파산제도/NNG,23.541748305363203,17.0,1.0,18.0
1165,생활권/NNG,1.9387322133828528,21.0,15.0,36.0
1166,미/NNG;금리/NNG;상승/NNG,1.5579098143255063,45.0,40.0,85.0
1167,양키본드/NNG,13.155682876526496,19.0,2.0,21.0
1168,하락/NNG;금리/NNG;하락/NNG,3.877464426765704,14.0,5.0,19.0
1169,가릴/VV,1.9782981769212775,10.0,7.0,17.0
1170,통방문구/NNG,2.596516357209177,15.0,8.0,23.0
1171,상반/NNG,1.5404052096701637,99.0,89.0,188.0
1172,차분/NNG,1.6617704686138732,12.0,10.0,22.0
1173,휴지기/NNG,1.6235688486457385,34.0,29.0,63.0
1174,여론/NNG,1.608164969626329,72.0,62.0,134.0
1175,가격/NNG;부담/NNG;인식/NNG;높/VA,23.541748305363203,17.0,1.0,18.0
1176,유동자산/NNG,6.924043619224473,75.0,15.0,90.0
1177,접어드/VV,2.6157498117070226,17.0,9.0,26.0
1178,거짓말/NNG,29.080983200742786,21.0,1.0,22.0
1179,진료/NNG,1.487387147833405,29.0,27.0,56.0
1180,대답/NNG,1.8883755325157652,15.0,11.0,26.0
1181,방역/NNG,4.673729442976518,54.0,16.0,70.0
1182,세계/NNG;교역/NNG;신장/NNG,1.3848087238448945,12.0,12.0,24.0
1183,일민/NNG,1.5758168236855696,33.0,29.0,62.0
1184,채권/NNG;금리/NNG;하락/NNG;압력/NNG,2.0772130857673416,12.0,8.0,20.0
1185,환율효과/NNG,1.5386763598276605,10.0,9.0,19.0
1186,위험자산/NNG;상승/NNG,1.7310109048061182,15.0,12.0,27.0
1187,진심/NNG,1.9782981769212775,10.0,7.0,17.0
1188,중국a주/NNG,6.231639257302025,18.0,4.0,22.0
1189,잉여/NNG,1.5623483038250094,44.0,39.0,83.0
1190,fed/NNG;완화/NNG,1.3848087238448945,23.0,23.0,46.0
1191,부동산펀드/NNG,1.62918673393517,20.0,17.0,37.0
1192,국채선물/NNG;순매도/NNG;전환/NNG;수급/NNG;부담/NNG,4.431387916303662,16.0,5.0,21.0
1193,주택/NNG;지표/NNG;부진/NNG,1.9782981769212775,10.0,7.0,17.0
1194,끈적/NNG,1.7106460706319286,21.0,17.0,38.0
1195,부실채권/NNG,1.3466947222711818,212.0,218.0,430.0
1196,예상/NNG;웃돌/VV,1.3848087238448945,55.0,55.0,110.0
1197,대회/NNG,1.3848087238448945,30.0,30.0,60.0
1198,외환위기/NNG,1.3466947222711818,106.0,109.0,215.0
1199,발행재개/NNG,1.3848087238448945,14.0,14.0,28.0
1200,후강퉁/NNG,1.5002094508319692,13.0,12.0,25.0
1201,일반회계/NNG,2.0772130857673416,12.0,8.0,20.0
1202,금융지주사/NNG,2.130474959761376,20.0,13.0,33.0
1203,매달/NNG,2.53881599371564,11.0,6.0,17.0
1204,글로벌/NNG;교역/NNG;감소/NNG,1.90411199528673,11.0,8.0,19.0
1205,야당/NNG,1.4142727392458496,48.0,47.0,95.0
1206,활성/NNG,2.0002792677759587,13.0,9.0,22.0
1207,저유가/NNG,1.5848366506224902,103.0,90.0,193.0
1208,유통량/NNG,4.500628352495907,13.0,4.0,17.0
1209,기초/NNG,1.4063342480497372,392.0,386.0,778.0
1210,반년/NNG,1.817561450046424,21.0,16.0,37.0
1211,링크/NNG,1.3294163748910983,24.0,25.0,49.0
1212,귀환/NNG,1.90411199528673,11.0,8.0,19.0
1213,수익성/NNG;하락/NNG,1.62918673393517,20.0,17.0,37.0
1214,펼쳐질/VV,1.3848087238448945,9.0,9.0,18.0
1215,국무총리/NNG,2.0002792677759587,13.0,9.0,22.0
1216,영업이익/NNG;감소/NNG,1.63659212818033,13.0,11.0,24.0
1217,기울일/VV,1.5526643267351847,37.0,33.0,70.0
1218,만기금액/NNG,1.455504664701841,350.0,333.0,683.0
1219,대보/NNG,3.3235409372277465,12.0,5.0,17.0
1220,우발채무/NNG,1.3271083603513572,69.0,72.0,141.0
1221,확립/NNG,1.8793832680752136,19.0,14.0,33.0
1222,아제/NNG,1.4325607488050631,90.0,87.0,177.0
1223,신용/NNG;하락/NNG,1.3848087238448945,9.0,9.0,18.0
1224,구성비중/NNG,3.231220355638087,21.0,9.0,30.0
1225,정유/NNG,1.740367720507773,279.0,222.0,501.0
1226,급여/NNG,1.552964068883203,157.0,140.0,297.0
1227,기대/NNG;약화/NNG,1.673310541312581,29.0,24.0,53.0
1228,종류별/NNG,2.19479118496172,84.0,53.0,137.0
1229,총계/NNG,2.1865400902814125,30.0,19.0,49.0
1230,관세청/NNG,1.9489900557817037,38.0,27.0,65.0
1231,베팅/NNG,2.3015130903337684,944.0,568.0,1512.0
1232,신호탄/NNG,1.8109037157971697,17.0,13.0,30.0
1233,미침/VV,2.0002792677759587,13.0,9.0,22.0
1234,행정리/NNG,6.462440711276174,14.0,3.0,17.0
1235,정확도/NNG,1.3848087238448945,9.0,9.0,18.0
1236,입안자/NNG,3.363106900766172,17.0,7.0,24.0
1237,금리/NNG;인하/NNG;기대/NNG;살/VV,2.769617447689789,12.0,6.0,18.0
1238,석실/NNG,1.9618123587802672,34.0,24.0,58.0
1239,빈곤/NNG,4.616029079482982,20.0,6.0,26.0
1240,외화자산/NNG,4.846830533457131,14.0,4.0,18.0
1241,매수주체/NNG,1.318865451280852,40.0,42.0,82.0
1242,증권/NNG,1.3286045366313477,4255.0,4435.0,8690.0
1243,발판/NNG,1.4576933935209415,20.0,19.0,39.0
1244,하향/NNG;상향/NNG,1.5386763598276605,10.0,9.0,19.0
1245,환금성/NNG,1.6925439958104267,11.0,9.0,20.0
1246,기습/NNG,2.461882175724257,16.0,9.0,25.0
1247,투자/NNG;둔화/NNG,1.523289596229384,11.0,10.0,21.0
1248,경제장관회의/NNG,3.877464426765704,14.0,5.0,19.0
1249,자산/NNG;가격/NNG;하락/NNG,1.6617704686138732,12.0,10.0,22.0
1250,사업비율/NNG,4.480263518321718,55.0,17.0,72.0
1251,샐러드/NNG,1.3848087238448947,11.0,11.0,22.0
1252,신용등급/NNG;하락/NNG,1.4243746873833198,36.0,35.0,71.0
1253,부도/NNG,1.5654359486942286,156.0,138.0,294.0
1254,신계약비/NNG,11.078469790759156,16.0,2.0,18.0
1255,트렌드분석/NNG,16.617704686138733,24.0,2.0,26.0
1256,fed/NNG;자산/NNG;매입/NNG;축소/NNG,1.3848087238448945,13.0,13.0,26.0
1257,인구구조/NNG,1.303349387148136,48.0,51.0,99.0
1258,한계기업/NNG,1.8535132149923972,87.0,65.0,152.0
1259,미/NNG;금리/NNG;급등/NNG,2.769617447689789,24.0,12.0,36.0
1260,제이차/NNG,2.423415266728565,63.0,36.0,99.0
1261,정책/NNG;강화/NNG,1.4913324718329632,14.0,13.0,27.0
1262,g7/NNG,1.3008809223997493,62.0,66.0,128.0
1263,상고하저/NNG,2.769617447689789,32.0,16.0,48.0
