,words,polarity_score,count_up,count_down,total
1675,정책과제/NNG,2.0772130857673416,12.0,8.0,20.0
1676,민간/NNG;소비/NNG;개선/NNG,3.4620218096122364,15.0,6.0,21.0
1677,잉여금/NNG,2.769617447689789,42.0,21.0,63.0
1678,투자/NNG;활성화/NNG,1.7310109048061182,15.0,12.0,27.0
1679,원년/NNG,1.938732213382852,14.0,10.0,24.0
1680,보험약관/NNG,1.5386763598276605,10.0,9.0,19.0
1681,존중/NNG,2.0772130857673416,18.0,12.0,30.0
1682,이중침체/NNG,1.3621069414867817,60.0,61.0,121.0
1683,금리연동/NNG,2.176127994613406,11.0,7.0,18.0
1684,경제/NNG;긍정적/VAX,1.6617704686138732,30.0,25.0,55.0
1685,위금/NNG,3.095454794476823,38.0,17.0,55.0
1686,금리/NNG;하락/NNG;제한/NNG,1.33154684985086,25.0,26.0,51.0
1687,손익/NNG,2.142380555124749,263.0,170.0,433.0
1688,농민/NNG,3.956596353842556,20.0,7.0,27.0
1689,대외/NNG;여건/NNG;개선/NNG,1.4913324718329632,14.0,13.0,27.0
1690,오프닝/NNG,2.2660506390189186,18.0,11.0,29.0
1691,생보사/NNG,2.4772689393225336,161.0,90.0,251.0
1692,테일/NNG,1.53318108711399,31.0,28.0,59.0
1693,유통물/NNG,2.3739578123055334,12.0,7.0,19.0
1694,혼합형/NNG,1.585182976491262,356.0,311.0,667.0
1695,공시일/NNG,1.6858540985937844,28.0,23.0,51.0
1696,고변동성/NNG,1.681553450383086,17.0,14.0,31.0
1697,스리/NNG,2.117942754115721,26.0,17.0,43.0
1698,보험부채/NNG,1.63659212818033,13.0,11.0,24.0
1699,분할매수/NNG,1.573646277096471,25.0,22.0,47.0
1700,믹스/NNG,2.5178340433543536,40.0,22.0,62.0
1701,예시/NNG,1.5166952689729798,23.0,21.0,44.0
1702,경기/NNG;하방/NNG;위험/NNG,1.4360979358391497,28.0,27.0,55.0
1703,전망/NNG;부진/NNG,2.0002792677759587,13.0,9.0,22.0
1704,금리/NNG;인하/NNG;미루/VV,1.8464116317931925,12.0,9.0,21.0
1705,간다/VV,1.9233454497845757,25.0,18.0,43.0
1706,채무비율/NNG,1.5386763598276605,10.0,9.0,19.0
1707,수주/NNG;부진/NNG,2.1541469037587246,14.0,9.0,23.0
1708,개선/NNG;효과/NNG,1.3848087238448945,28.0,28.0,56.0
1709,프로퍼티/NNG,2.6157498117070226,17.0,9.0,26.0
1710,위험/NNG;없/VA;않/VX,1.5579098143255063,9.0,8.0,17.0
1711,변동계수/NNG,1.731010904806118,10.0,8.0,18.0
1712,위탁매매/NNG,1.5579098143255063,9.0,8.0,17.0
1713,특정금전신탁/NNG,2.30801453974149,15.0,9.0,24.0
1714,부패/NNG,1.53318108711399,31.0,28.0,59.0
1715,미/NNG;국채/NNG;금리/NNG;급등/NNG,2.176127994613406,11.0,7.0,18.0
1716,명목/NNG,1.3355710803304095,434.0,450.0,884.0
1717,줄어든다는/VV,1.523289596229384,11.0,10.0,21.0
1718,투자여력/NNG,3.6005026819967254,13.0,5.0,18.0
1719,새로이/MAG,1.4913324718329632,14.0,13.0,27.0
1720,연회비/NNG,3.6005026819967254,13.0,5.0,18.0
1721,금리/NNG;부담/NNG;완화/NNG,1.9782981769212775,10.0,7.0,17.0
1722,대손비용/NNG,1.523289596229384,44.0,40.0,84.0
1723,파워/NNG,1.5826385415370223,136.0,119.0,255.0
1724,굳이/MAG,1.5548729530890044,64.0,57.0,121.0
1725,총괄/NNG,2.048190148441251,247.0,167.0,414.0
1726,유망섹터/NNG,2.769617447689789,12.0,6.0,18.0
1727,역설/NNG,1.5069977288900325,37.0,34.0,71.0
1728,총합계/NNG,1.8002513409983627,26.0,20.0,46.0
1729,다다를/VV,1.938732213382852,14.0,10.0,24.0
1730,적순/NNG,1.4635943405187837,483.0,457.0,940.0
1731,세밀/NNG,1.6156101778190437,14.0,12.0,26.0
1732,국채선물/NNG;가격/NNG;상승/NNG,1.731010904806118,10.0,8.0,18.0
1733,bw/NNG,1.5386763598276605,60.0,54.0,114.0
1734,대여금/NNG,1.731010904806118,20.0,16.0,36.0
1735,베이비스텝/NNG,2.53881599371564,11.0,6.0,17.0
1736,예상/NNG;높/VA,1.423275632840586,37.0,36.0,73.0
1737,경쟁입찰/NNG,1.5526643267351847,74.0,66.0,140.0
1738,비수기/NNG,1.930339433238338,46.0,33.0,79.0
1739,공급자/NNG,1.3848087238448947,11.0,11.0,22.0
1740,자본주의/NNG,2.30801453974149,15.0,9.0,24.0
1741,초장기물/NNG,2.17124330775681,127.0,81.0,208.0
1742,경기/NNG;개선/NNG,1.3440790554965154,66.0,68.0,134.0
1743,견지/NNG,1.4886693781332614,43.0,40.0,83.0
1744,일반은행/NNG,1.9096959014312656,171.0,124.0,295.0
1745,관전/NNG,1.4463557782380008,47.0,45.0,92.0
1746,함정/NNG,2.3541748305363206,17.0,10.0,27.0
1747,유의미/NNG,2.53881599371564,33.0,18.0,51.0
1748,운송/NNG,1.7624838303480477,448.0,352.0,800.0
1749,표준편차/NNG,2.163763631007648,50.0,32.0,82.0
1750,경기/NNG;방어/NNG,1.731010904806118,10.0,8.0,18.0
1751,조각/NNG,10.15526397486256,22.0,3.0,25.0
1752,ff/NNG;금리선물/NNG;시장/NNG;금리/NNG;인하/NNG,1.6156101778190437,14.0,12.0,26.0
1753,지도부/NNG,1.3119240541688475,18.0,19.0,37.0
1754,외국인지분율/NNG,4.500628352495907,26.0,8.0,34.0
1755,토목/NNG,1.603462732873036,22.0,19.0,41.0
1756,신산업/NNG,4.067875626294377,47.0,16.0,63.0
1757,온도/NNG,1.5579098143255063,9.0,8.0,17.0
1758,일드스프레드/NNG,2.250314176247953,26.0,16.0,42.0
1759,채권시장/NNG;약세/NNG,1.992773529435336,118.0,82.0,200.0
1760,금리/NNG;스프레드/NNG;부담/NNG,15.23289596229384,33.0,3.0,36.0
1761,변동성/NNG;축소/NNG,1.6617704686138737,18.0,15.0,33.0
1762,최종재/NNG,1.4913324718329632,14.0,13.0,27.0
1763,재할인율/NNG,1.5579098143255063,9.0,8.0,17.0
1764,단과/NNG,1.8883755325157652,15.0,11.0,26.0
1765,신중히/MAG,1.717162817567669,31.0,25.0,56.0
1766,성장기반/NNG,2.014267234683483,16.0,11.0,27.0
1767,정상화계획/NNG,3.1652770830740447,16.0,7.0,23.0
1768,쌍둥이적자/NNG,2.0772130857673416,24.0,16.0,40.0
1769,인포/NNG,2.0772130857673416,15.0,10.0,25.0
1770,가수급/NNG,2.4437801009027558,30.0,17.0,47.0
1771,요구불/NNG,2.343522455737514,22.0,13.0,35.0
1772,대외/NNG;불확실성/NNG;확대/NNG,1.8464116317931925,12.0,9.0,21.0
1773,충당금전입액/NNG,1.3848087238448947,11.0,11.0,22.0
1774,예대/NNG,1.8002513409983627,13.0,10.0,23.0
1775,벌이/VV,1.3078749058535113,17.0,18.0,35.0
1776,단서/NNG,2.1101847220493632,32.0,21.0,53.0
1777,바스켓/NNG,2.53881599371564,22.0,12.0,34.0
1778,물가/NNG;상승/NNG;둔화/NNG,1.7310109048061175,25.0,20.0,45.0
1779,욕구/NNG,1.4391149483094,53.0,51.0,104.0
1780,고채/NNG,1.6098401414696897,93.0,80.0,173.0
1781,이자수익/NNG,1.3315468498508602,125.0,130.0,255.0
1782,메디케이드/NNG,2.769617447689789,12.0,6.0,18.0
1783,싸우/VV,11.474129426143412,58.0,7.0,65.0
1784,국채/NNG;스프레드/NNG;축소/NNG,1.4507519964089373,22.0,21.0,43.0
1785,발사/NNG,2.3876012480084388,50.0,29.0,79.0
1786,실수/NNG,1.318865451280852,20.0,21.0,41.0
1787,경제/NNG;성장률/NNG;둔화/NNG,1.3848087238448947,22.0,22.0,44.0
1788,드신/VV,23.541748305363203,17.0,1.0,18.0
1789,쌓이/VV,2.3623207642059967,29.0,17.0,46.0
1790,개인연금/NNG,5.366133804898966,31.0,8.0,39.0
1791,수요조사/NNG,2.0772130857673416,15.0,10.0,25.0
1792,자치구/NNG,1.846411631793193,20.0,15.0,35.0
1793,월보/NNG,1.970689337779273,37.0,26.0,63.0
1794,신발/NNG,1.3848087238448945,9.0,9.0,18.0
1795,악화/NNG;부정적/VAX,1.4913324718329632,14.0,13.0,27.0
1796,상하이/NNG,1.711777450308272,89.0,72.0,161.0
1797,기준선/NNG,1.4913324718329637,42.0,39.0,81.0
1798,역성장/NNG,1.4947141781182989,68.0,63.0,131.0
1799,금리/NNG;약세/NNG,1.5826385415370223,16.0,14.0,30.0
1800,전망/NNG;확대/NNG,3.0004189016639384,13.0,6.0,19.0
1801,감독청/NNG,2.967447265381917,15.0,7.0,22.0
1802,개선/NNG;조짐/NNG,1.3078749058535113,17.0,18.0,35.0
1803,정부채/NNG,2.0772130857673416,15.0,10.0,25.0
1804,자본/NNG;확충/NNG,1.4477545749287537,46.0,44.0,90.0
1805,무역협정/NNG,1.4402010727986905,26.0,25.0,51.0
1806,징역/NNG,1.9618123587802672,17.0,12.0,29.0
1807,연이/NNG,1.5978562198210322,15.0,13.0,28.0
1808,운용자산/NNG,1.9988276863044232,153.0,106.0,259.0
1809,인플레이션갭/NNG,1.4255383921932736,105.0,102.0,207.0
1810,저축은행/NNG,1.3056767967680434,198.0,210.0,408.0
1811,금리/NNG;스프레드/NNG;축소/NNG,1.6925439958104267,11.0,9.0,20.0
1812,하비/NNG,11.770874152681602,17.0,2.0,19.0
1813,출자/NNG,1.3374648358501973,113.0,117.0,230.0
1814,압류/NNG,2.271086307105626,41.0,25.0,66.0
1815,상저하고/NNG,1.4360979358391497,56.0,54.0,110.0
1816,중앙값/NNG,2.123373376562172,23.0,15.0,38.0
1817,설날/NNG,1.3848087238448945,15.0,15.0,30.0
1818,서브프라임사태/NNG,1.5305780631969887,21.0,19.0,40.0
1819,국제기구/NNG,1.4280839964650474,33.0,32.0,65.0
1820,위탁/NNG,1.5579098143255063,36.0,32.0,68.0
1821,전역/NNG,1.577143268823352,41.0,36.0,77.0
1822,식량/NNG,2.4234152667285653,14.0,8.0,22.0
1823,지분가치/NNG,1.938732213382852,14.0,10.0,24.0
1824,리비전/NNG,3.288920719131624,19.0,8.0,27.0
1825,성장/NNG;확대/NNG,1.7624838303480477,14.0,11.0,25.0
1826,기운/NNG,1.7310109048061182,15.0,12.0,27.0
1827,일으키/VV,1.351032901312092,40.0,41.0,81.0
1828,관세율/NNG,2.696732778013742,37.0,19.0,56.0
1829,축역/NNG,1.90411199528673,22.0,16.0,38.0
1830,휴전/NNG,2.3849483577328736,31.0,18.0,49.0
1831,결산/NNG,1.399233814718279,97.0,96.0,193.0
1832,주거비/NNG,1.9343359952119163,176.0,126.0,302.0
1833,량도/NNG,1.5579098143255063,9.0,8.0,17.0
1834,긍정적/VAX;안정/NNG;상향/NNG,1.8464116317931925,12.0,9.0,21.0
1835,우려/NNG;확산/NNG,1.967886081253271,27.0,19.0,46.0
1836,주원/NNG,5.06171464577789,106.0,29.0,135.0
1837,외환당국/NNG,1.3008809223997493,62.0,66.0,128.0
1838,인플레이션/NNG;압력/NNG,1.62918673393517,40.0,34.0,74.0
1839,좀비기업/NNG,24.464954121259805,53.0,3.0,56.0
1840,소비/NNG;심리/NNG;개선/NNG,2.343522455737514,22.0,13.0,35.0
1841,시야/NNG,2.4234152667285658,21.0,12.0,33.0
1842,육상/NNG,1.4507519964089373,44.0,42.0,86.0
1843,인상/NNG;인하/NNG;인상/NNG,1.9782981769212775,10.0,7.0,17.0
1844,포지션/NNG,1.3241601665962128,655.0,685.0,1340.0
1845,국산차/NNG,2.967447265381917,15.0,7.0,22.0
1846,소매/NNG;판매/NNG;증가/NNG,1.846411631793193,16.0,12.0,28.0
1847,경기선/NNG,1.6925439958104267,11.0,9.0,20.0
1848,방편/NNG,4.846830533457131,14.0,4.0,18.0
1849,세세/NNG,1.3848087238448947,11.0,11.0,22.0
1850,소맥/NNG,1.5166952689729798,23.0,21.0,44.0
1851,간소/NNG,1.4360979358391497,28.0,27.0,55.0
1852,목차/NNG,1.8464116317931925,12.0,9.0,21.0
1853,기울/VV,1.5445943458269975,29.0,26.0,55.0
1854,유사시/NNG,1.545832994059417,48.0,43.0,91.0
1855,주호/NNG,1.4477545749287537,23.0,22.0,45.0
1856,반증/NNG,2.468572072940898,41.0,23.0,64.0
1857,표치/NNG,2.1541469037587246,14.0,9.0,23.0
1858,지급능력/NNG,3.6005026819967254,26.0,10.0,36.0
1859,디아/NNG,14.540491600371393,21.0,2.0,23.0
1860,복원력/NNG,1.523289596229384,11.0,10.0,21.0
1861,전문직/NNG,3.3235409372277465,12.0,5.0,17.0
1862,벤처/NNG,1.3848087238448947,39.0,39.0,78.0
1863,과중/NNG,1.7753957998011467,50.0,39.0,89.0
1864,뛰어들/VV,1.3848087238448945,17.0,17.0,34.0
1865,종사자수/NNG,13.386484330500648,29.0,3.0,32.0
1866,안정/NNG;긍정적/VAX,1.487387147833405,29.0,27.0,56.0
1867,해체/NNG,1.3078749058535113,17.0,18.0,35.0
1868,넓힌/VV,2.176127994613406,11.0,7.0,18.0
1869,역기/NNG,1.731010904806118,10.0,8.0,18.0
1870,광의/NNG,1.3232616694517878,43.0,45.0,88.0
1871,실지/MAG,2.769617447689789,12.0,6.0,18.0
1872,인상기/NNG,1.6350753606843331,98.0,83.0,181.0
1873,인상/NNG;금리/NNG;인상/NNG;금리/NNG;인상/NNG,2.215693958151831,16.0,10.0,26.0
1874,중형주/NNG,1.8002513409983627,26.0,20.0,46.0
1875,유가/NNG;하락/NNG,1.472733087263618,67.0,63.0,130.0
1876,통화/NNG;하락/NNG,1.3848087238448945,16.0,16.0,32.0
1877,지키/VV,1.421251058682918,39.0,38.0,77.0
1878,석수/NNG,2.5099658119688715,29.0,16.0,45.0
1879,고수익/NNG,1.6063781196600777,29.0,25.0,54.0
1880,소용돌이/NNG,6.924043619224473,15.0,3.0,18.0
1881,투명/NNG,1.3641399369218363,66.0,67.0,133.0
1882,국민당/NNG,2.596516357209177,15.0,8.0,23.0
1883,미정/NNG,1.8694917771906077,54.0,40.0,94.0
1884,무역협회/NNG,2.3739578123055334,12.0,7.0,19.0
1885,장기물/NNG;순매수/NNG;강화/NNG,2.596516357209177,30.0,16.0,46.0
1886,기대/VV,1.688791126640115,50.0,41.0,91.0
1887,어긋나/VV,3.1652770830740447,16.0,7.0,23.0
1888,퍼시픽/NNG,2.967447265381917,15.0,7.0,22.0
1889,매수전략/NNG,4.402537734556894,763.0,240.0,1003.0
1890,장려금/NNG,1.5386763598276605,10.0,9.0,19.0
1891,기온/NNG,3.758766536150428,19.0,7.0,26.0
1892,성장/NNG;경로/NNG;불확실성/NNG;높/VA,2.769617447689789,16.0,8.0,24.0
1893,새삼/MAG,1.3119240541688475,18.0,19.0,37.0
1894,담당/NNG,1.335740698196847,245.0,254.0,499.0
1895,비이/NNG,1.6925439958104267,11.0,9.0,20.0
1896,데이/NNG,2.1401589368512006,17.0,11.0,28.0
1897,대량/NNG,1.364443889670705,67.0,68.0,135.0
1898,디레버리지/NNG,1.3119240541688475,18.0,19.0,37.0
1899,크로스/NNG,4.846830533457131,14.0,4.0,18.0
1900,메타버스/NNG,3.288920719131624,19.0,8.0,27.0
1901,연출/NNG,1.413658905591663,49.0,48.0,97.0
1902,잣대/NNG,2.571787629997661,13.0,7.0,20.0
1903,시퀘스터/NNG,19.387322133828523,112.0,8.0,120.0
1904,구정/NNG,2.1401589368512006,17.0,11.0,28.0
1905,스스로/NNG,1.5526643267351847,37.0,33.0,70.0
1906,杞憂/NNG,4.846830533457131,14.0,4.0,18.0
1907,예금자/NNG,1.8254296814319064,29.0,22.0,51.0
1908,미/NNG;금리/NNG;하락/NNG,2.9015039928178745,44.0,21.0,65.0
1909,후발주자/NNG,1.90411199528673,11.0,8.0,19.0
1910,고용시장/NNG;둔화/NNG,1.90411199528673,11.0,8.0,19.0
1911,유동성/NNG;악화/NNG,1.523289596229384,11.0,10.0,21.0
1912,신용등급/NNG;상승/NNG,2.236998707749445,21.0,13.0,34.0
1913,추적/NNG,2.3623207642059967,29.0,17.0,46.0
1914,적립금/NNG,1.6680650537222594,53.0,44.0,97.0
1915,의뢰/NNG,1.5978562198210322,15.0,13.0,28.0
1916,환율보고서/NNG,1.9123549043572357,29.0,21.0,50.0
1917,채권분석/NNG,1.360189902087652,221.0,225.0,446.0
1918,금리/NNG;하락/NNG;압력/NNG,1.582638541537022,24.0,21.0,45.0
1919,국방/NNG,1.603462732873036,44.0,38.0,82.0
1920,고용/NNG;지표/NNG;부진/NNG,2.336864721488259,27.0,16.0,43.0
1921,위안/NNG,1.3655574440880145,1064.0,1079.0,2143.0
1922,발행조건/NNG,1.6156101778190437,14.0,12.0,26.0
1923,총평/NNG,1.4837236326909584,15.0,14.0,29.0
1924,순매도세/NNG,1.3848087238448945,19.0,19.0,38.0
1925,비동조화/NNG,13.848087238448944,20.0,2.0,22.0
1926,차갑/VA,1.731010904806118,10.0,8.0,18.0
1927,공식화/NNG,1.6925439958104267,11.0,9.0,20.0
1928,이율/NNG,2.008733533489297,132.0,91.0,223.0
1929,현금배당/NNG,1.5002094508319692,13.0,12.0,25.0
1930,의사록/NNG,1.3049159128538428,392.0,416.0,808.0
1931,rbc비율/NNG,1.5386763598276605,40.0,36.0,76.0
1932,사칭/NNG,4.154426171534683,21.0,7.0,28.0
1933,미분양/NNG,1.5715245068352173,101.0,89.0,190.0
1934,가맹점/NNG,1.4540491600371392,42.0,40.0,82.0
1935,초단/NNG,1.5305780631969887,21.0,19.0,40.0
1936,설득력/NNG,1.5166952689729798,23.0,21.0,44.0
1937,이표/NNG,3.30815417362947,215.0,90.0,305.0
1938,총채/NNG,1.6975074679389026,38.0,31.0,69.0
1939,여력/NNG;확보/NNG,2.1401589368512006,17.0,11.0,28.0
1940,편승/NNG,2.163763631007648,25.0,16.0,41.0
1941,불안/NNG;확산/NNG,1.6763474025490828,23.0,19.0,42.0
1942,실적치/NNG,1.63659212818033,13.0,11.0,24.0
1943,그리스사태/NNG,2.123373376562172,23.0,15.0,38.0
1944,대립/NNG,1.3294163748910983,72.0,75.0,147.0
1945,수출/NNG;긍정적/VAX,1.523289596229384,11.0,10.0,21.0
1946,박진/NNG,3.4132609390543176,175.0,71.0,246.0
1947,고소득층/NNG,1.8109037157971697,17.0,13.0,30.0
1948,기대/NNG;강화/NNG,1.3155682876526495,19.0,20.0,39.0
1949,자본비율/NNG,1.5765514702234185,222.0,195.0,417.0
